"","tweet.datetime","text","user.description","total.favorites","total.followers","total.friends","user.location","user.name","screen.name","total.statuses","tweet.mentions","retweet.mentions","url","retweet.url","total.retweets"
"79","Fri Oct 15 21:28:00 +0000 2021","stipend ibhr owepscholar appli jmsw program earâ€¦","Integrated Behavioral Health & Racial Equity Scholars Program (IBHRES) funded by HRSA BHWET under the Direction of Dr. Yarneccia D. Dyson (PI) @YarnDyson",1,5,8,"North Carolina, USA","IBHRESScholars","IBHRESScholars",4,"OWEPScholars",NA,"https://twitter.com/i/web/status/1449124926603079685",NA,1
"80","Fri Oct 15 21:26:20 +0000 2021","uncgbasketbal day season open kaleb hunter spartan forward challeng ahead seaâ€¦","@UNCGBasketball Alum, Husband, Father, 2x State Champion Coach, Head Boyâ€™s Basketball Coach SWG",11348,273,331,"North Carolina, USA","Greg Vlazny","GregVlaz21",2364,"UNCGBasketball","UNCGBasketball",NA,"http://uncgspartans.com/",5
"81","Fri Oct 15 21:20:32 +0000 2021","hey im take friday saturday assign appoint famu ncat gramfam aamu asutwitt pvamuâ€¦","Hmu the moment you're in need of academic help. Quality Assignments, Homework,Quiz, tests,... essays and research.#Asu #pvamu #Gramfam #famu .....#usa",456,714,3693,"California, USA","amrezythewriter","amrezy_writer",97,NA,NA,"https://twitter.com/i/web/status/1449123046091075584",NA,0
"82","Fri Oct 15 20:59:22 +0000 2021","kystayfli late night eatsğÿ¤¤ foodğÿ— jamaican today ğÿ‡¯ğÿ‡²amp soul fooâ€¦","i am the sun. | @benebeautybybriğŸŒ»",43275,1116,900,"ncat","briağŸ¦‚","briamaack",35394,"Ky_Stay_Fly","Ky_Stay_Fly",NA,"https://linktr.ee/Vybezkitchen",5
"83","Fri Oct 15 20:56:31 +0000 2021","allaboutnyia book ladi ghoe ğÿ’™ğÿ’›ncat uncg greensboro","AYANTEEğŸ—£ SakchaserğŸ’°",22737,339,339,"Southside","CamSackchaser","CamSackchaser",4050,"Allaboutnyia","Allaboutnyia",NA,NA,1
"84","Fri Oct 15 20:47:17 +0000 2021","uncgbasketbal day season open kaleb hunter spartan forward challeng ahead seaâ€¦","Blessed child of God. Husband. Father. CoSIDA Past President. Lincoln Hall of Famer. WNBA lover! UNCG Associate AD. Member of Women Leaders & NABJ.",63891,4390,4922,"The map","Rob from Chester, Pa","knoxrob1",93741,"UNCGBasketball","UNCGBasketball",NA,"http://uncgspartans.com/",5
"85","Fri Oct 15 20:39:51 +0000 2021","avoid minut â° rush send assign dm txsu tamu uofm ut wtamu wmu fhu cmu ucfâ€¦","Nova is your go-to gal for your  Essays, Online Classes,Quizzes, tests and all your assignments",24,93,721,"New Jersey, USA","Accredited Essay Nerd!","novaessayhelp",45,NA,NA,"https://twitter.com/i/web/status/1449112807962775552",NA,1
"86","Fri Oct 15 20:34:53 +0000 2021","asherrosing extencara im import button evangelist uncg im listen","Assistant Professor, Department of Anthropology, University of North Carolina at Greensboro. Academic interests: water insecurity, WASH, food insecurity.",6599,392,984,"Greensboro, North Carolina ","Cassandra L. Workman","WorkmanCl",891,"asher_rosinger",NA,NA,NA,0
"87","Fri Oct 15 20:31:46 +0000 2021","uncgbasketbal day season open kaleb hunter spartan forward challeng ahead seaâ€¦","God first ğŸ™ğŸ½ #uncgğŸ€  #LLQuezğŸ’™",16937,2304,786,"","Kaleb Hunter","hunterkmi",6966,"UNCGBasketball","UNCGBasketball",NA,"http://uncgspartans.com/",5
"88","Fri Oct 15 20:30:17 +0000 2021","writermegan paper written weekend feel free hmu hbcu fvsu ksu cau famu spelman canva asu jsu dsu â€¦","#FAMU Alumni.I'm proficient in: Essays, online classes, powerpoint, discussion at an affordable rate and timely deliveryğŸ’¯.  Email: meganwriter99@gmail.com",4436,597,1502,"","Megan The Writer","WriterMegan",321,"WriterMegan","WriterMegan",NA,NA,2
"89","Fri Oct 15 20:28:55 +0000 2021","jonathanuncg nickzar solelink work yesterday idk show size availâ€¦","UC Berkeley. Always Earned, Never Given. Citius, Altius, Fortius",1242,46,441,"Bay Area, Ca","Dash","dashdebonair",345,"Jonathan_UNCG",NA,"https://twitter.com/i/web/status/1449110058852184064",NA,0
"90","Fri Oct 15 20:27:11 +0000 2021","uncgwsocc passion support smile key redshirt freshman nadia wilson return field letsgog ğÿ”—","Blessed child of God. Husband. Father. CoSIDA Past President. Lincoln Hall of Famer. WNBA lover! UNCG Associate AD. Member of Women Leaders & NABJ.",63891,4390,4922,"The map","Rob from Chester, Pa","knoxrob1",93741,"UNCGWSoccer","UNCGWSoccer",NA,"http://www.uncgspartans.com",3
"91","Fri Oct 15 20:25:33 +0000 2021","ncat uncg gas gas mobil dm","Sc:Supastarkee Instagram: Supastarkee",18861,4303,4557,"Out The Way","SUPA â“¥","SupaStarKee",59958,NA,NA,NA,NA,1
"92","Fri Oct 15 20:23:46 +0000 2021","duke host east carolina uncg weekend fall ball seri","Tired of missing important news & scores or game starts & updates about your favorite ACC Women's Basketball teams? Problem answered!",0,841,658,"ACC Women's Hoops","ACC Women Basketball","ACCWBBUpdate",9689,NA,NA,"https://ift.tt/3DME3vw",NA,0
"93","Fri Oct 15 20:21:45 +0000 2021","uncgmenssocc biggi thrank spartan excit saturday road test belmont ğÿ“° httpsâ€¦","The official twitter account of UNCG Athletics. #letsgoG #BlackLivesMatter
Follow us on Instagram: @uncgspartans",5514,10898,103,"Greensboro, NC","UNCG Athletics","uncgspartans",32650,"UNCGMensSoccer","UNCGMensSoccer","https://uncgspartans.com/news/2021/10/15/mens-soccer-its-a-biggie-16th-ranked-uncg-visits-belmont-in-socon-showdown.aspx","http://www.uncgspartans.com/sports/msoc/index",4
"94","Fri Oct 15 20:21:37 +0000 2021","uncgwsocc backtoback road game start wofford ğ•‹ğ•†â„•ğ•€ğ”¾â„ğ•‹ letsgog ğÿ“ spartanburg sc snyder field ğÿ†š wofford ğÿ•– pâ€¦","The official twitter account of UNCG Athletics. #letsgoG #BlackLivesMatter
Follow us on Instagram: @uncgspartans",5514,10898,103,"Greensboro, NC","UNCG Athletics","uncgspartans",32650,"UNCGWSoccer","UNCGWSoccer",NA,"http://www.uncgspartans.com",2
"95","Fri Oct 15 20:20:54 +0000 2021","uncgvb tonight play fighter survivor affectedâ€¼ï¸ âš”ï¸ vsğÿ¶ ğÿ•– pm ğÿ“ fleme gym greensboroâ€¦","The official twitter account of UNCG Athletics. #letsgoG #BlackLivesMatter
Follow us on Instagram: @uncgspartans",5514,10898,103,"Greensboro, NC","UNCG Athletics","uncgspartans",32650,"UNCGVB","UNCGVB",NA,"http://www.uncgspartans.com/volleyball",2
"96","Fri Oct 15 20:20:41 +0000 2021","uncgbasketbal day season open kaleb hunter spartan forward challeng ahead seaâ€¦","The official twitter account of UNCG Athletics. #letsgoG #BlackLivesMatter
Follow us on Instagram: @uncgspartans",5514,10898,103,"Greensboro, NC","UNCG Athletics","uncgspartans",32650,"UNCGBasketball","UNCGBasketball",NA,"http://uncgspartans.com/",5
"97","Fri Oct 15 20:19:37 +0000 2021","day season open kaleb hunter spartan forward challeng ahead thisâ€¦","We are a GROWTH program Â· Conference Champs '95 '96 '02 '12 '17 '18, '21 Â· Tournament Champs/NCAA '96 '01 '18 â€˜21 #letsgoG",1943,11817,3192,"Greensboro, NC","UNCG Basketball","UNCGBasketball",12862,NA,NA,"https://twitter.com/i/web/status/1449107718703235077",NA,5
"98","Fri Oct 15 20:14:05 +0000 2021","book ladi ghoe ğÿ’™ğÿ’›ncat uncg greensboro","NCAT ğŸ’› sixstarsent.",1148,1897,1034,"2-5","nyia ğŸ˜š","Allaboutnyia",1548,NA,NA,NA,NA,1
"99","Fri Oct 15 20:08:24 +0000 2021","uncg uncgkin major uncgsga presid hazael mengesha whos make feel communiti prioriti yearâ€¦","@UNCG School of Health and Human Sciences prepares scholars to make an everyday impact on quality of life, individuals, families, and communities. IG: UNCGHHS",838,371,574,"Greensboro, NC","UNCG HHS","uncghhs",907,"UNCG","UNCG",NA,"http://www.uncg.edu",3
"100","Fri Oct 15 20:05:13 +0000 2021","duke host east carolina uncg weekend fall ball seri","Devoted father and husband. Long distance trucker who love the Dead, Grateful and Walking",0,504,467,"Durham, North Carolina","Duke Vitale","DukeVitale",15188,NA,NA,"https://ift.tt/3DME3vw",NA,0
